id,conversation_id,role,content,token_count,created_at
21,436c533a-9263-41f0-82ef-7bad9b0d0b6f,user,¿Cuánto cuesta el curso de gestión de calidad?,10,2026-05-18 23:49:57.635829+00
22,436c533a-9263-41f0-82ef-7bad9b0d0b6f,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,41,2026-05-18 23:50:57.635829+00
23,61c8d23b-e923-43b8-8f7b-407f29e90255,user,¿Cuánto cuesta el curso de gestión de calidad?,8,2026-06-01 23:45:57.635829+00
24,61c8d23b-e923-43b8-8f7b-407f29e90255,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,40,2026-06-01 23:46:57.635829+00
25,61c8d23b-e923-43b8-8f7b-407f29e90255,user,¿El certificado es a nombre de la UNI?,13,2026-06-01 23:47:57.635829+00
26,61c8d23b-e923-43b8-8f7b-407f29e90255,assistant,"Sí, el certificado es emitido a nombre de la Universidad Nacional de Ingeniería (UNI).",38,2026-06-01 23:48:57.635829+00
27,61c8d23b-e923-43b8-8f7b-407f29e90255,user,¿Las clases son virtuales o presenciales?,10,2026-06-01 23:49:57.635829+00
28,61c8d23b-e923-43b8-8f7b-407f29e90255,assistant,Tenemos modalidades virtual y presencial según el programa. La mayoría son en vivo y quedan grabadas.,27,2026-06-01 23:50:57.635829+00
29,c0b343a9-edb0-4390-82d1-d91bb2e1520f,user,¿Qué es el CEE?,10,2026-05-29 23:45:57.635829+00
30,c0b343a9-edb0-4390-82d1-d91bb2e1520f,assistant,"El CEE es el Centro de Especialización Ejecutiva de la UNI-FIIS; brinda capacitación práctica de alta calidad en gestión, innovación, procesos, seguridad y más.",38,2026-05-29 23:46:57.635829+00
31,81e4884b-e144-403d-bf4a-7e30f75c2439,user,¿Cuánto cuesta el curso de gestión de calidad?,14,2026-06-06 23:45:57.635829+00
32,81e4884b-e144-403d-bf4a-7e30f75c2439,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,29,2026-06-06 23:46:57.635829+00
33,c993e672-75da-4032-8c08-680c7a656708,user,¿Cómo me inscribo a un programa?,12,2026-05-14 23:45:57.635829+00
34,c993e672-75da-4032-8c08-680c7a656708,assistant,La inscripción es en línea: completas tus datos y un asesor te contacta. También puedes escribir al WhatsApp 966 644 502.,44,2026-05-14 23:46:57.635829+00
35,6052dd79-fbc8-461f-a001-380baba8cbc5,user,¿Tienen cursos de logística y procesos?,13,2026-05-29 23:45:57.635829+00
36,6052dd79-fbc8-461f-a001-380baba8cbc5,assistant,"Sí, contamos con cursos especializados en logística, procesos, calidad y productividad.",25,2026-05-29 23:46:57.635829+00
37,6052dd79-fbc8-461f-a001-380baba8cbc5,user,¿Qué es el CEE?,8,2026-05-29 23:47:57.635829+00
38,6052dd79-fbc8-461f-a001-380baba8cbc5,assistant,"El CEE es el Centro de Especialización Ejecutiva de la UNI-FIIS; brinda capacitación práctica de alta calidad en gestión, innovación, procesos, seguridad y más.",29,2026-05-29 23:48:57.635829+00
39,6052dd79-fbc8-461f-a001-380baba8cbc5,user,¿Las clases son virtuales o presenciales?,11,2026-05-29 23:49:57.635829+00
40,6052dd79-fbc8-461f-a001-380baba8cbc5,assistant,Tenemos modalidades virtual y presencial según el programa. La mayoría son en vivo y quedan grabadas.,37,2026-05-29 23:50:57.635829+00
41,851ca514-f33b-4402-922b-07ac5dae4f72,user,¿Qué cursos de especialización tienen?,11,2026-06-01 23:45:57.635829+00
42,851ca514-f33b-4402-922b-07ac5dae4f72,assistant,"Ofrecemos programas en gestión, innovación, procesos, seguridad, logística, calidad y productividad. ¿Sobre cuál quieres más información?",44,2026-06-01 23:46:57.635829+00
43,851ca514-f33b-4402-922b-07ac5dae4f72,user,¿Cuándo empieza el curso de SSOMA?,14,2026-06-01 23:47:57.635829+00
44,851ca514-f33b-4402-922b-07ac5dae4f72,assistant,"El curso de Gestión de Seguridad, Salud Ocupacional y Medio Ambiente (SSOMA) inicia el 20 de junio. ¡Vacantes limitadas!",31,2026-06-01 23:48:57.635829+00
45,f9d23a14-0349-47b6-aef0-e0d48da92f24,user,¿Cuándo empieza el curso de SSOMA?,10,2026-06-02 23:45:57.635829+00
46,f9d23a14-0349-47b6-aef0-e0d48da92f24,assistant,"El curso de Gestión de Seguridad, Salud Ocupacional y Medio Ambiente (SSOMA) inicia el 20 de junio. ¡Vacantes limitadas!",44,2026-06-02 23:46:57.635829+00
47,1f9ae857-3bd4-4b60-b86b-899433ff52b8,user,¿Cuánto cuesta el curso de gestión de calidad?,13,2026-05-15 23:45:57.635829+00
48,1f9ae857-3bd4-4b60-b86b-899433ff52b8,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,32,2026-05-15 23:46:57.635829+00
49,1f9ae857-3bd4-4b60-b86b-899433ff52b8,user,¿Tienen cursos de logística y procesos?,15,2026-05-15 23:47:57.635829+00
50,1f9ae857-3bd4-4b60-b86b-899433ff52b8,assistant,"Sí, contamos con cursos especializados en logística, procesos, calidad y productividad.",35,2026-05-15 23:48:57.635829+00
51,1f9ae857-3bd4-4b60-b86b-899433ff52b8,user,¿El certificado es a nombre de la UNI?,13,2026-05-15 23:49:57.635829+00
52,1f9ae857-3bd4-4b60-b86b-899433ff52b8,assistant,"Sí, el certificado es emitido a nombre de la Universidad Nacional de Ingeniería (UNI).",30,2026-05-15 23:50:57.635829+00
53,ed2fc207-6447-4dd4-85ef-e8f37960f7a0,user,¿Cuándo empieza el curso de SSOMA?,14,2026-05-14 23:45:57.635829+00
54,ed2fc207-6447-4dd4-85ef-e8f37960f7a0,assistant,"El curso de Gestión de Seguridad, Salud Ocupacional y Medio Ambiente (SSOMA) inicia el 20 de junio. ¡Vacantes limitadas!",39,2026-05-14 23:46:57.635829+00
55,ed2fc207-6447-4dd4-85ef-e8f37960f7a0,user,¿Cómo me inscribo a un programa?,13,2026-05-14 23:47:57.635829+00
56,ed2fc207-6447-4dd4-85ef-e8f37960f7a0,assistant,La inscripción es en línea: completas tus datos y un asesor te contacta. También puedes escribir al WhatsApp 966 644 502.,32,2026-05-14 23:48:57.635829+00
57,0448ddbc-b6aa-4196-80b2-af4830c55911,user,¿Tienen cursos de logística y procesos?,14,2026-05-31 23:45:57.635829+00
58,0448ddbc-b6aa-4196-80b2-af4830c55911,assistant,"Sí, contamos con cursos especializados en logística, procesos, calidad y productividad.",43,2026-05-31 23:46:57.635829+00
59,0448ddbc-b6aa-4196-80b2-af4830c55911,user,¿Cuánto cuesta el curso de gestión de calidad?,9,2026-05-31 23:47:57.635829+00
60,0448ddbc-b6aa-4196-80b2-af4830c55911,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,42,2026-05-31 23:48:57.635829+00
61,0448ddbc-b6aa-4196-80b2-af4830c55911,user,¿Las clases son virtuales o presenciales?,11,2026-05-31 23:49:57.635829+00
62,0448ddbc-b6aa-4196-80b2-af4830c55911,assistant,Tenemos modalidades virtual y presencial según el programa. La mayoría son en vivo y quedan grabadas.,39,2026-05-31 23:50:57.635829+00
63,8d125f44-e93b-438f-afec-f9eb67301426,user,¿Tienen cursos de logística y procesos?,10,2026-05-31 23:45:57.635829+00
64,8d125f44-e93b-438f-afec-f9eb67301426,assistant,"Sí, contamos con cursos especializados en logística, procesos, calidad y productividad.",30,2026-05-31 23:46:57.635829+00
65,8d125f44-e93b-438f-afec-f9eb67301426,user,¿Qué cursos de especialización tienen?,9,2026-05-31 23:47:57.635829+00
66,8d125f44-e93b-438f-afec-f9eb67301426,assistant,"Ofrecemos programas en gestión, innovación, procesos, seguridad, logística, calidad y productividad. ¿Sobre cuál quieres más información?",27,2026-05-31 23:48:57.635829+00
67,8d125f44-e93b-438f-afec-f9eb67301426,user,¿Qué cursos de especialización tienen?,12,2026-05-31 23:49:57.635829+00
68,8d125f44-e93b-438f-afec-f9eb67301426,assistant,"Ofrecemos programas en gestión, innovación, procesos, seguridad, logística, calidad y productividad. ¿Sobre cuál quieres más información?",30,2026-05-31 23:50:57.635829+00
69,faf1e5e5-19ac-4a32-86d7-80fb6edd9ac2,user,¿Cómo me inscribo a un programa?,10,2026-05-31 23:45:57.635829+00
70,faf1e5e5-19ac-4a32-86d7-80fb6edd9ac2,assistant,La inscripción es en línea: completas tus datos y un asesor te contacta. También puedes escribir al WhatsApp 966 644 502.,34,2026-05-31 23:46:57.635829+00
71,faf1e5e5-19ac-4a32-86d7-80fb6edd9ac2,user,¿Qué es el CEE?,11,2026-05-31 23:47:57.635829+00
72,faf1e5e5-19ac-4a32-86d7-80fb6edd9ac2,assistant,"El CEE es el Centro de Especialización Ejecutiva de la UNI-FIIS; brinda capacitación práctica de alta calidad en gestión, innovación, procesos, seguridad y más.",29,2026-05-31 23:48:57.635829+00
73,faf1e5e5-19ac-4a32-86d7-80fb6edd9ac2,user,¿Tienen cursos de logística y procesos?,8,2026-05-31 23:49:57.635829+00
74,faf1e5e5-19ac-4a32-86d7-80fb6edd9ac2,assistant,"Sí, contamos con cursos especializados en logística, procesos, calidad y productividad.",42,2026-05-31 23:50:57.635829+00
75,337c42b4-502a-4079-b2cd-afa7683fce63,user,¿El certificado es a nombre de la UNI?,15,2026-05-14 23:45:57.635829+00
76,337c42b4-502a-4079-b2cd-afa7683fce63,assistant,"Sí, el certificado es emitido a nombre de la Universidad Nacional de Ingeniería (UNI).",30,2026-05-14 23:46:57.635829+00
77,337c42b4-502a-4079-b2cd-afa7683fce63,user,¿Qué cursos de especialización tienen?,11,2026-05-14 23:47:57.635829+00
78,337c42b4-502a-4079-b2cd-afa7683fce63,assistant,"Ofrecemos programas en gestión, innovación, procesos, seguridad, logística, calidad y productividad. ¿Sobre cuál quieres más información?",44,2026-05-14 23:48:57.635829+00
79,5e753339-e23f-438c-9bae-e69ad9eee3ca,user,¿El certificado es a nombre de la UNI?,12,2026-06-01 23:45:57.635829+00
80,5e753339-e23f-438c-9bae-e69ad9eee3ca,assistant,"Sí, el certificado es emitido a nombre de la Universidad Nacional de Ingeniería (UNI).",38,2026-06-01 23:46:57.635829+00
81,5e753339-e23f-438c-9bae-e69ad9eee3ca,user,¿Cuánto cuesta el curso de gestión de calidad?,11,2026-06-01 23:47:57.635829+00
82,5e753339-e23f-438c-9bae-e69ad9eee3ca,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,35,2026-06-01 23:48:57.635829+00
83,5e753339-e23f-438c-9bae-e69ad9eee3ca,user,¿Qué cursos de especialización tienen?,11,2026-06-01 23:49:57.635829+00
84,5e753339-e23f-438c-9bae-e69ad9eee3ca,assistant,"Ofrecemos programas en gestión, innovación, procesos, seguridad, logística, calidad y productividad. ¿Sobre cuál quieres más información?",42,2026-06-01 23:50:57.635829+00
85,6a41004a-4b01-47c8-86dd-a8918ec689c8,user,¿Cómo me inscribo a un programa?,10,2026-05-18 23:45:57.635829+00
86,6a41004a-4b01-47c8-86dd-a8918ec689c8,assistant,La inscripción es en línea: completas tus datos y un asesor te contacta. También puedes escribir al WhatsApp 966 644 502.,25,2026-05-18 23:46:57.635829+00
87,6a41004a-4b01-47c8-86dd-a8918ec689c8,user,¿El certificado es a nombre de la UNI?,8,2026-05-18 23:47:57.635829+00
88,6a41004a-4b01-47c8-86dd-a8918ec689c8,assistant,"Sí, el certificado es emitido a nombre de la Universidad Nacional de Ingeniería (UNI).",44,2026-05-18 23:48:57.635829+00
89,f10067ab-4c18-4c94-b370-9dcf8b8b43e6,user,¿El certificado es a nombre de la UNI?,15,2026-05-22 23:45:57.635829+00
90,f10067ab-4c18-4c94-b370-9dcf8b8b43e6,assistant,"Sí, el certificado es emitido a nombre de la Universidad Nacional de Ingeniería (UNI).",36,2026-05-22 23:46:57.635829+00
91,f10067ab-4c18-4c94-b370-9dcf8b8b43e6,user,¿El certificado es a nombre de la UNI?,11,2026-05-22 23:47:57.635829+00
92,f10067ab-4c18-4c94-b370-9dcf8b8b43e6,assistant,"Sí, el certificado es emitido a nombre de la Universidad Nacional de Ingeniería (UNI).",44,2026-05-22 23:48:57.635829+00
93,f10067ab-4c18-4c94-b370-9dcf8b8b43e6,user,¿Tienen cursos de logística y procesos?,8,2026-05-22 23:49:57.635829+00
94,f10067ab-4c18-4c94-b370-9dcf8b8b43e6,assistant,"Sí, contamos con cursos especializados en logística, procesos, calidad y productividad.",27,2026-05-22 23:50:57.635829+00
95,1430164b-1adc-41ad-b98c-e9740600badd,user,¿Las clases son virtuales o presenciales?,11,2026-05-21 23:45:57.635829+00
96,1430164b-1adc-41ad-b98c-e9740600badd,assistant,Tenemos modalidades virtual y presencial según el programa. La mayoría son en vivo y quedan grabadas.,28,2026-05-21 23:46:57.635829+00
97,1430164b-1adc-41ad-b98c-e9740600badd,user,¿Cómo me inscribo a un programa?,14,2026-05-21 23:47:57.635829+00
98,1430164b-1adc-41ad-b98c-e9740600badd,assistant,La inscripción es en línea: completas tus datos y un asesor te contacta. También puedes escribir al WhatsApp 966 644 502.,42,2026-05-21 23:48:57.635829+00
99,1430164b-1adc-41ad-b98c-e9740600badd,user,¿Qué cursos de especialización tienen?,14,2026-05-21 23:49:57.635829+00
100,1430164b-1adc-41ad-b98c-e9740600badd,assistant,"Ofrecemos programas en gestión, innovación, procesos, seguridad, logística, calidad y productividad. ¿Sobre cuál quieres más información?",26,2026-05-21 23:50:57.635829+00
101,ba86cef1-0d15-4ff0-b611-7e153dd71415,user,¿Las clases son virtuales o presenciales?,9,2026-05-15 23:45:57.635829+00
102,ba86cef1-0d15-4ff0-b611-7e153dd71415,assistant,Tenemos modalidades virtual y presencial según el programa. La mayoría son en vivo y quedan grabadas.,30,2026-05-15 23:46:57.635829+00
103,d8f7fcc0-139b-40a5-b44c-176e4f2c08d6,user,¿Cuánto cuesta el curso de gestión de calidad?,12,2026-05-13 23:45:57.635829+00
104,d8f7fcc0-139b-40a5-b44c-176e4f2c08d6,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,29,2026-05-13 23:46:57.635829+00
105,d8f7fcc0-139b-40a5-b44c-176e4f2c08d6,user,¿Las clases son virtuales o presenciales?,8,2026-05-13 23:47:57.635829+00
261,40814d29-383c-4238-a17e-f789140f0a17,user,¿Cómo me inscribo a un programa?,8,2026-05-30 23:50:48.357148+00
106,d8f7fcc0-139b-40a5-b44c-176e4f2c08d6,assistant,Tenemos modalidades virtual y presencial según el programa. La mayoría son en vivo y quedan grabadas.,42,2026-05-13 23:48:57.635829+00
107,d8f7fcc0-139b-40a5-b44c-176e4f2c08d6,user,¿Tienen cursos de logística y procesos?,14,2026-05-13 23:49:57.635829+00
108,d8f7fcc0-139b-40a5-b44c-176e4f2c08d6,assistant,"Sí, contamos con cursos especializados en logística, procesos, calidad y productividad.",37,2026-05-13 23:50:57.635829+00
109,7b601bfa-d0da-4380-b81e-d0935de7ef6c,user,¿El certificado es a nombre de la UNI?,13,2026-06-03 23:45:57.635829+00
110,7b601bfa-d0da-4380-b81e-d0935de7ef6c,assistant,"Sí, el certificado es emitido a nombre de la Universidad Nacional de Ingeniería (UNI).",43,2026-06-03 23:46:57.635829+00
111,7b601bfa-d0da-4380-b81e-d0935de7ef6c,user,¿Qué cursos de especialización tienen?,12,2026-06-03 23:47:57.635829+00
112,7b601bfa-d0da-4380-b81e-d0935de7ef6c,assistant,"Ofrecemos programas en gestión, innovación, procesos, seguridad, logística, calidad y productividad. ¿Sobre cuál quieres más información?",38,2026-06-03 23:48:57.635829+00
113,3f2e4803-3d43-461a-9062-a3fd476cdd12,user,¿Cómo me inscribo a un programa?,8,2026-05-21 23:45:57.635829+00
114,3f2e4803-3d43-461a-9062-a3fd476cdd12,assistant,La inscripción es en línea: completas tus datos y un asesor te contacta. También puedes escribir al WhatsApp 966 644 502.,36,2026-05-21 23:46:57.635829+00
115,3f2e4803-3d43-461a-9062-a3fd476cdd12,user,¿Qué es el CEE?,15,2026-05-21 23:47:57.635829+00
116,3f2e4803-3d43-461a-9062-a3fd476cdd12,assistant,"El CEE es el Centro de Especialización Ejecutiva de la UNI-FIIS; brinda capacitación práctica de alta calidad en gestión, innovación, procesos, seguridad y más.",34,2026-05-21 23:48:57.635829+00
117,3f2e4803-3d43-461a-9062-a3fd476cdd12,user,¿Cómo me inscribo a un programa?,9,2026-05-21 23:49:57.635829+00
118,3f2e4803-3d43-461a-9062-a3fd476cdd12,assistant,La inscripción es en línea: completas tus datos y un asesor te contacta. También puedes escribir al WhatsApp 966 644 502.,32,2026-05-21 23:50:57.635829+00
119,a74602c4-7e0f-4372-a2d6-8e2469195143,user,¿Las clases son virtuales o presenciales?,8,2026-05-22 23:45:57.635829+00
120,a74602c4-7e0f-4372-a2d6-8e2469195143,assistant,Tenemos modalidades virtual y presencial según el programa. La mayoría son en vivo y quedan grabadas.,36,2026-05-22 23:46:57.635829+00
121,a74602c4-7e0f-4372-a2d6-8e2469195143,user,¿Qué es el CEE?,12,2026-05-22 23:47:57.635829+00
122,a74602c4-7e0f-4372-a2d6-8e2469195143,assistant,"El CEE es el Centro de Especialización Ejecutiva de la UNI-FIIS; brinda capacitación práctica de alta calidad en gestión, innovación, procesos, seguridad y más.",26,2026-05-22 23:48:57.635829+00
123,67cab524-c4df-4719-9d9e-a895e9ab45c9,user,¿Cuándo empieza el curso de SSOMA?,13,2026-05-30 23:45:57.635829+00
124,67cab524-c4df-4719-9d9e-a895e9ab45c9,assistant,"El curso de Gestión de Seguridad, Salud Ocupacional y Medio Ambiente (SSOMA) inicia el 20 de junio. ¡Vacantes limitadas!",43,2026-05-30 23:46:57.635829+00
125,67cab524-c4df-4719-9d9e-a895e9ab45c9,user,¿Cómo me inscribo a un programa?,14,2026-05-30 23:47:57.635829+00
126,67cab524-c4df-4719-9d9e-a895e9ab45c9,assistant,La inscripción es en línea: completas tus datos y un asesor te contacta. También puedes escribir al WhatsApp 966 644 502.,39,2026-05-30 23:48:57.635829+00
127,e073ab8b-e026-4048-b329-9e426154a756,user,¿Qué cursos de especialización tienen?,14,2026-05-27 23:45:57.635829+00
128,e073ab8b-e026-4048-b329-9e426154a756,assistant,"Ofrecemos programas en gestión, innovación, procesos, seguridad, logística, calidad y productividad. ¿Sobre cuál quieres más información?",40,2026-05-27 23:46:57.635829+00
129,e073ab8b-e026-4048-b329-9e426154a756,user,¿Qué cursos de especialización tienen?,15,2026-05-27 23:47:57.635829+00
130,e073ab8b-e026-4048-b329-9e426154a756,assistant,"Ofrecemos programas en gestión, innovación, procesos, seguridad, logística, calidad y productividad. ¿Sobre cuál quieres más información?",30,2026-05-27 23:48:57.635829+00
131,e073ab8b-e026-4048-b329-9e426154a756,user,¿Qué es el CEE?,8,2026-05-27 23:49:57.635829+00
132,e073ab8b-e026-4048-b329-9e426154a756,assistant,"El CEE es el Centro de Especialización Ejecutiva de la UNI-FIIS; brinda capacitación práctica de alta calidad en gestión, innovación, procesos, seguridad y más.",29,2026-05-27 23:50:57.635829+00
133,5c5eef8d-45cc-49cd-9985-a3f21cd42d5e,user,¿Qué es el CEE?,13,2026-05-25 23:45:57.635829+00
134,5c5eef8d-45cc-49cd-9985-a3f21cd42d5e,assistant,"El CEE es el Centro de Especialización Ejecutiva de la UNI-FIIS; brinda capacitación práctica de alta calidad en gestión, innovación, procesos, seguridad y más.",35,2026-05-25 23:46:57.635829+00
135,9811ed99-3e9d-402e-9efc-5f9c3f6bd857,user,¿Cuánto cuesta el curso de gestión de calidad?,12,2026-05-13 23:45:57.635829+00
136,9811ed99-3e9d-402e-9efc-5f9c3f6bd857,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,40,2026-05-13 23:46:57.635829+00
137,2895b529-b519-48d9-be55-5822bae00386,user,¿Cómo me inscribo a un programa?,12,2026-05-15 23:45:57.635829+00
138,2895b529-b519-48d9-be55-5822bae00386,assistant,La inscripción es en línea: completas tus datos y un asesor te contacta. También puedes escribir al WhatsApp 966 644 502.,31,2026-05-15 23:46:57.635829+00
139,2895b529-b519-48d9-be55-5822bae00386,user,¿El certificado es a nombre de la UNI?,15,2026-05-15 23:47:57.635829+00
140,2895b529-b519-48d9-be55-5822bae00386,assistant,"Sí, el certificado es emitido a nombre de la Universidad Nacional de Ingeniería (UNI).",28,2026-05-15 23:48:57.635829+00
141,2895b529-b519-48d9-be55-5822bae00386,user,¿Cuánto cuesta el curso de gestión de calidad?,9,2026-05-15 23:49:57.635829+00
142,2895b529-b519-48d9-be55-5822bae00386,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,41,2026-05-15 23:50:57.635829+00
143,33a6a988-7d25-4e60-b941-e81745cf1336,user,¿Qué es el CEE?,9,2026-05-18 23:45:57.635829+00
144,33a6a988-7d25-4e60-b941-e81745cf1336,assistant,"El CEE es el Centro de Especialización Ejecutiva de la UNI-FIIS; brinda capacitación práctica de alta calidad en gestión, innovación, procesos, seguridad y más.",39,2026-05-18 23:46:57.635829+00
145,33a6a988-7d25-4e60-b941-e81745cf1336,user,¿Cómo me inscribo a un programa?,11,2026-05-18 23:47:57.635829+00
146,33a6a988-7d25-4e60-b941-e81745cf1336,assistant,La inscripción es en línea: completas tus datos y un asesor te contacta. También puedes escribir al WhatsApp 966 644 502.,32,2026-05-18 23:48:57.635829+00
147,ba7f1925-180c-4025-b100-eb73a1b151fc,user,¿Cuánto cuesta el curso de gestión de calidad?,14,2026-06-06 23:45:57.635829+00
148,ba7f1925-180c-4025-b100-eb73a1b151fc,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,44,2026-06-06 23:46:57.635829+00
149,ba7f1925-180c-4025-b100-eb73a1b151fc,user,¿Qué es el CEE?,15,2026-06-06 23:47:57.635829+00
150,ba7f1925-180c-4025-b100-eb73a1b151fc,assistant,"El CEE es el Centro de Especialización Ejecutiva de la UNI-FIIS; brinda capacitación práctica de alta calidad en gestión, innovación, procesos, seguridad y más.",40,2026-06-06 23:48:57.635829+00
151,36d0f093-efa2-4f23-92b0-cb4d51c66a43,user,¿Cuánto cuesta el curso de gestión de calidad?,12,2026-05-24 23:46:48.357148+00
152,36d0f093-efa2-4f23-92b0-cb4d51c66a43,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,39,2026-05-24 23:47:48.357148+00
153,75b40fda-8201-4433-9f14-19ae614f9759,user,¿Cómo me inscribo a un programa?,15,2026-05-15 23:46:48.357148+00
154,75b40fda-8201-4433-9f14-19ae614f9759,assistant,La inscripción es en línea: completas tus datos y un asesor te contacta. También puedes escribir al WhatsApp 966 644 502.,40,2026-05-15 23:47:48.357148+00
155,75b40fda-8201-4433-9f14-19ae614f9759,user,¿Cómo me inscribo a un programa?,9,2026-05-15 23:48:48.357148+00
315,22fc1f4e-37fe-4146-9b5f-04757a1e1cab,user,¿Cuánto cuesta el curso de gestión de calidad?,13,2026-05-30 23:49:01.770062+00
156,75b40fda-8201-4433-9f14-19ae614f9759,assistant,La inscripción es en línea: completas tus datos y un asesor te contacta. También puedes escribir al WhatsApp 966 644 502.,38,2026-05-15 23:49:48.357148+00
157,b7c7c446-c491-4e9b-ac33-9b58968bc367,user,¿Cuánto cuesta el curso de gestión de calidad?,11,2026-06-02 23:46:48.357148+00
158,b7c7c446-c491-4e9b-ac33-9b58968bc367,assistant,Con gusto te paso la inversión y las formas de pago. Escríbenos a cee-fiis@uni.edu.pe para la información detallada.,28,2026-06-02 23:47:48.357148+00
159,b7c7c446-c491-4e9b-ac33-9b58968bc367,user,¿Qué es el CEE?,9,2026-06-02 23:48:48.357148+00
160,b7c7c446-c491-4e9b-ac33-9b58968bc367,assistant,"El CEE es el Centro de Especialización Ejecutiva de la UNI-FIIS; brinda capacitación práctica de alta calidad en gestión, innovación, procesos, seguridad y más.",38,2026-06-02 23:49:48.357148+00
161,b7c7c446-c491-4e9b-ac33-9b58968bc367,user,¿Qué cursos de especialización tienen?,14,2026-06-02 23:50:48.357148+00
162,b7c7c446-c491-4e9b-ac33-9b58968bc367,assistant,"Ofrecemos programas en gestión, innovación, procesos, seguridad, logística, calidad y productividad. ¿Sobre cuál quieres más información?",36,2026-06-02 23:51:48.357148+00
